GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E3N001,E3N002,E3N003,E3N004,E3N005,E3N006,E3N007,E3N008,E3N009
GIS Join Match Code,Data File Year,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Reservation/Trust Lands Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,County Name,County Code,County Subdivision Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,5-Digit ZIP Code Code,Congressional District (103rd) Code,Area Name/PSAD Term/Part Indicator,Native (001-099): Born in State of residence,"Native (001-099): Born in other State in the United States (001-059): Northeast (009, 023, 025, 033-034, 036, 042-044, 050)","Native (001-099): Born in other State in the United States (001-059): Midwest (017-020, 026-027, 029, 031, 038-039, 046, 055)","Native (001-099): Born in other State in the United States (001-059): South (001, 005, 010-014, 021-022, 024, 028, 037, 040, 045, 047-048, 051-052, 054)","Native (001-099): Born in other State in the United States (001-059): West (002-004, 006-008, 015-016, 030, 032, 035, 041, 049, 053, 056-059)",Native (001-099): Born outside the United States (060-099): Puerto Rico (072-075),"Native (001-099): Born outside the United States (060-099): U.S. outlying area (060-071, 076-099)",Native (001-099): Born outside the United States (060-099): Born abroad of American parent(s),Foreign born (100-999)
"G4803850","1990",,,,,,,,,,"Real","385",,"7","9999",,"9999","3","Texas","48",,,,,"Real County",1806,31,138,140,72,0,0,5,220
"G4803870","1990",,,,,,,,,,"Red River","387",,"7","9999",,"9999","3","Texas","48",,,,,"Red River County",12140,99,369,1179,359,0,0,22,149
"G4803890","1990",,,,,,,,,,"Reeves","389",,"7","9999",,"9999","3","Texas","48",,,,,"Reeves County",11944,98,233,580,541,0,0,161,2295
"G4803910","1990",,,,,,,,,,"Refugio","391",,"7","9999",,"9999","3","Texas","48",,,,,"Refugio County",7079,56,204,371,86,0,0,53,127
"G4803930","1990",,,,,,,,,,"Roberts","393",,"7","9999",,"9999","3","Texas","48",,,,,"Roberts County",716,6,65,153,75,0,0,2,8
"G4803950","1990",,,,,,,,,,"Robertson","395",,"7","9999",,"9999","3","Texas","48",,,,,"Robertson County",13555,74,356,796,348,0,16,21,345
"G4803970","1990",,,,,,,,,,"Rockwall","397",,"7","1922",,"1920","3","Texas","48",,,,,"Rockwall County",15431,1137,2998,3539,1305,8,2,253,931
"G4803990","1990",,,,,,,,,,"Runnels","399",,"7","9999",,"9999","3","Texas","48",,,,,"Runnels County",10024,87,200,336,305,0,13,28,301
"G4804010","1990",,,,,,,,,,"Rusk","401",,"7","9999",,"9999","3","Texas","48",,,,,"Rusk County",34774,294,1820,4578,1215,10,0,115,929
"G4804030","1990",,,,,,,,,,"Sabine","403",,"7","9999",,"9999","3","Texas","48",,,,,"Sabine County",7351,101,452,1447,183,0,0,9,43
"G4804050","1990",,,,,,,,,,"San Augustine","405",,"7","9999",,"9999","3","Texas","48",,,,,"San Augustine County",7015,76,190,556,90,0,9,28,35
"G4804070","1990",,,,,,,,,,"San Jacinto","407",,"7","9999",,"9999","3","Texas","48",,,,,"San Jacinto County",12486,278,969,1943,446,0,9,21,220
"G4804090","1990",,,,,,,,,,"San Patricio","409",,"7","1880",,"9999","3","Texas","48",,,,,"San Patricio County",47393,858,2991,4133,1497,39,23,275,1540
"G4804110","1990",,,,,,,,,,"San Saba","411",,"7","9999",,"9999","3","Texas","48",,,,,"San Saba County",4686,37,95,214,122,0,0,16,231
"G4804130","1990",,,,,,,,,,"Schleicher","413",,"7","9999",,"9999","3","Texas","48",,,,,"Schleicher County",2366,9,98,109,94,0,2,19,293
"G4804150","1990",,,,,,,,,,"Scurry","415",,"7","9999",,"9999","3","Texas","48",,,,,"Scurry County",15404,123,475,1474,498,10,5,63,582
"G4804170","1990",,,,,,,,,,"Shackelford","417",,"7","9999",,"9999","3","Texas","48",,,,,"Shackelford County",2804,21,105,170,117,0,1,14,84
"G4804190","1990",,,,,,,,,,"Shelby","419",,"7","9999",,"9999","3","Texas","48",,,,,"Shelby County",17910,102,503,2820,344,0,7,34,314
"G4804210","1990",,,,,,,,,,"Sherman","421",,"7","9999",,"9999","3","Texas","48",,,,,"Sherman County",1548,13,243,518,226,0,0,8,302
"G4804230","1990",,,,,,,,,,"Smith","423",,"7","8640",,"9999","3","Texas","48",,,,,"Smith County",111965,2643,9119,16571,4734,125,20,651,5481
"G4804250","1990",,,,,,,,,,"Somervell","425",,"7","9999",,"9999","3","Texas","48",,,,,"Somervell County",3686,72,447,632,178,0,0,35,310
"G4804270","1990",,,,,,,,,,"Starr","427",,"7","9999",,"9999","3","Texas","48",,,,,"Starr County",23409,0,733,200,1127,9,6,952,14082
"G4804290","1990",,,,,,,,,,"Stephens","429",,"7","9999",,"9999","3","Texas","48",,,,,"Stephens County",7728,53,197,557,302,0,0,28,145
"G4804310","1990",,,,,,,,,,"Sterling","431",,"7","9999",,"9999","3","Texas","48",,,,,"Sterling County",1148,4,38,84,82,0,0,6,76
"G4804330","1990",,,,,,,,,,"Stonewall","433",,"7","9999",,"9999","3","Texas","48",,,,,"Stonewall County",1755,11,24,115,46,0,0,3,59
"G4804350","1990",,,,,,,,,,"Sutton","435",,"7","9999",,"9999","3","Texas","48",,,,,"Sutton County",3396,17,51,111,114,0,0,25,421
"G4804370","1990",,,,,,,,,,"Swisher","437",,"7","9999",,"9999","3","Texas","48",,,,,"Swisher County",6574,10,199,521,365,0,0,48,416
"G4804390","1990",,,,,,,,,,"Tarrant","439",,"7","1922",,"2800","3","Texas","48",,,,,"Tarrant County",690630,50681,126061,147989,61832,1688,462,11397,79363
"G4804410","1990",,,,,,,,,,"Taylor","441",,"7","0040",,"9999","3","Texas","48",,,,,"Taylor County",80732,3729,8710,13078,7144,152,39,1696,4375
"G4804430","1990",,,,,,,,,,"Terrell","443",,"7","9999",,"9999","3","Texas","48",,,,,"Terrell County",1193,6,20,43,38,0,0,9,101
"G4804450","1990",,,,,,,,,,"Terry","445",,"7","9999",,"9999","3","Texas","48",,,,,"Terry County",10967,79,296,841,493,2,0,43,497
"G4804470","1990",,,,,,,,,,"Throckmorton","447",,"7","9999",,"9999","3","Texas","48",,,,,"Throckmorton County",1555,3,35,167,57,0,0,7,56
"G4804490","1990",,,,,,,,,,"Titus","449",,"7","9999",,"9999","3","Texas","48",,,,,"Titus County",18355,241,685,2253,722,0,0,98,1655
"G4804510","1990",,,,,,,,,,"Tom Green","451",,"7","7200",,"9999","3","Texas","48",,,,,"Tom Green County",69504,2831,6639,7533,4840,270,42,1828,4971
"G4804530","1990",,,,,,,,,,"Travis","453",,"7","0640",,"9999","3","Texas","48",,,,,"Travis County",350226,27050,57408,55627,31209,812,351,8644,45080
"G4804550","1990",,,,,,,,,,"Trinity","455",,"7","9999",,"9999","3","Texas","48",,,,,"Trinity County",9293,78,432,1269,241,0,0,18,114
"G4804570","1990",,,,,,,,,,"Tyler","457",,"7","9999",,"9999","3","Texas","48",,,,,"Tyler County",13417,204,587,1991,279,0,0,7,161
"G4804590","1990",,,,,,,,,,"Upshur","459",,"7","9999",,"9999","3","Texas","48",,,,,"Upshur County",23746,473,1613,3478,1450,8,8,153,441
"G4804610","1990",,,,,,,,,,"Upton","461",,"7","9999",,"9999","3","Texas","48",,,,,"Upton County",3386,28,157,279,134,0,0,46,417
"G4804630","1990",,,,,,,,,,"Uvalde","463",,"7","9999",,"9999","3","Texas","48",,,,,"Uvalde County",17709,87,940,925,675,13,8,359,2624
"G4804650","1990",,,,,,,,,,"Val Verde","465",,"7","9999",,"9999","3","Texas","48",,,,,"Val Verde County",22575,991,2083,2233,1778,60,42,1114,7845
"G4804670","1990",,,,,,,,,,"Van Zandt","467",,"7","9999",,"9999","3","Texas","48",,,,,"Van Zandt County",31171,366,1467,3155,956,8,0,115,706
"G4804690","1990",,,,,,,,,,"Victoria","469",,"7","8750",,"9999","3","Texas","48",,,,,"Victoria County",61506,1048,3043,4046,1895,82,34,500,2207
"G4804710","1990",,,,,,,,,,"Walker","471",,"7","9999",,"9999","3","Texas","48",,,,,"Walker County",36759,1207,3087,5441,1939,62,20,276,2126
"G4804730","1990",,,,,,,,,,"Waller","473",,"7","3362",,"3360","3","Texas","48",,,,,"Waller County",17149,642,1317,2134,641,8,30,184,1285
"G4804750","1990",,,,,,,,,,"Ward","475",,"7","9999",,"9999","3","Texas","48",,,,,"Ward County",9865,75,342,925,884,0,0,52,972
"G4804770","1990",,,,,,,,,,"Washington","477",,"7","9999",,"9999","3","Texas","48",,,,,"Washington County",22696,305,841,1227,437,5,12,76,555
"G4804790","1990",,,,,,,,,,"Webb","479",,"7","4080",,"9999","3","Texas","48",,,,,"Webb County",88599,582,4000,1387,2121,86,18,3141,33305
"G4804810","1990",,,,,,,,,,"Wharton","481",,"7","9999",,"9999","3","Texas","48",,,,,"Wharton County",35026,318,1100,1600,483,0,13,97,1318
"G4804830","1990",,,,,,,,,,"Wheeler","483",,"7","9999",,"9999","3","Texas","48",,,,,"Wheeler County",4020,49,232,1221,244,0,0,7,106
"G4804850","1990",,,,,,,,,,"Wichita","485",,"7","9080",,"9999","3","Texas","48",,,,,"Wichita County",75878,3953,10139,19102,7066,90,39,1686,4425
"G4804870","1990",,,,,,,,,,"Wilbarger","487",,"7","9999",,"9999","3","Texas","48",,,,,"Wilbarger County",11776,78,653,1696,526,0,7,58,327
"G4804890","1990",,,,,,,,,,"Willacy","489",,"7","9999",,"9999","3","Texas","48",,,,,"Willacy County",13198,135,515,503,242,3,0,271,2838
"G4804910","1990",,,,,,,,,,"Williamson","491",,"7","0640",,"9999","3","Texas","48",,,,,"Williamson County",89879,6684,15685,12577,7213,169,13,1482,5849
"G4804930","1990",,,,,,,,,,"Wilson","493",,"7","9999",,"9999","3","Texas","48",,,,,"Wilson County",19274,227,922,882,619,2,7,121,596
"G4804950","1990",,,,,,,,,,"Winkler","495",,"7","9999",,"9999","3","Texas","48",,,,,"Winkler County",5689,23,292,951,463,0,0,75,1133
"G4804970","1990",,,,,,,,,,"Wise","497",,"7","9999",,"9999","3","Texas","48",,,,,"Wise County",25865,652,1617,3574,1577,17,0,144,1233
"G4804990","1990",,,,,,,,,,"Wood","499",,"7","9999",,"9999","3","Texas","48",,,,,"Wood County",23116,474,1453,2892,1005,5,26,68,341
"G4805010","1990",,,,,,,,,,"Yoakum","501",,"7","9999",,"9999","3","Texas","48",,,,,"Yoakum County",6049,36,257,665,712,5,0,29,1033
"G4805030","1990",,,,,,,,,,"Young","503",,"7","9999",,"9999","3","Texas","48",,,,,"Young County",14952,58,686,1348,711,0,0,76,295
"G4805050","1990",,,,,,,,,,"Zapata","505",,"7","9999",,"9999","3","Texas","48",,,,,"Zapata County",6032,69,801,257,211,0,0,129,1780
"G4805070","1990",,,,,,,,,,"Zavala","507",,"7","9999",,"9999","3","Texas","48",,,,,"Zavala County",9008,23,865,346,219,0,0,105,1596
"G4900010","1990",,,,,,,,,,"Beaver","001",,"8","9999",,"9999","4","Utah","49",,,,,"Beaver County",3704,32,182,128,625,2,2,10,80
"G4900030","1990",,,,,,,,,,"Box Elder","003",,"8","9999",,"9999","4","Utah","49",,,,,"Box Elder County",27033,516,1300,1261,5582,3,19,197,574
"G4900050","1990",,,,,,,,,,"Cache","005",,"8","9999",,"9999","4","Utah","49",,,,,"Cache County",46172,1156,3198,2081,13847,14,8,532,3175
"G4900070","1990",,,,,,,,,,"Carbon","007",,"8","9999",,"9999","4","Utah","49",,,,,"Carbon County",14966,222,741,877,2934,13,17,66,392
"G4900090","1990",,,,,,,,,,"Daggett","009",,"8","9999",,"9999","4","Utah","49",,,,,"Daggett County",344,5,54,38,239,0,0,10,0
"G4900110","1990",,,,,,,,,,"Davis","011",,"8","7160",,"9999","4","Utah","49",,,,,"Davis County",124037,4362,11346,9533,31265,52,72,2698,4576
"G4900130","1990",,,,,,,,,,"Duchesne","013",,"8","9999",,"9999","4","Utah","49",,,,,"Duchesne County",9935,47,506,379,1577,0,0,43,158
"G4900150","1990",,,,,,,,,,"Emery","015",,"8","9999",,"9999","4","Utah","49",,,,,"Emery County",8084,137,345,275,1331,0,0,62,98
"G4900170","1990",,,,,,,,,,"Garfield","017",,"8","9999",,"9999","4","Utah","49",,,,,"Garfield County",2936,58,144,117,677,0,0,14,34
"G4900190","1990",,,,,,,,,,"Grand","019",,"8","9999",,"9999","4","Utah","49",,,,,"Grand County",3093,301,624,659,1830,0,0,30,83
"G4900210","1990",,,,,,,,,,"Iron","021",,"8","9999",,"9999","4","Utah","49",,,,,"Iron County",14350,403,854,869,4017,9,0,113,174
"G4900230","1990",,,,,,,,,,"Juab","023",,"8","9999",,"9999","4","Utah","49",,,,,"Juab County",4906,55,156,106,546,0,0,16,32
"G4900250","1990",,,,,,,,,,"Kane","025",,"8","9999",,"9999","4","Utah","49",,,,,"Kane County",3042,90,409,236,1282,0,0,41,69
"G4900270","1990",,,,,,,,,,"Millard","027",,"8","9999",,"9999","4","Utah","49",,,,,"Millard County",9006,109,284,246,1363,7,3,60,255
"G4900290","1990",,,,,,,,,,"Morgan","029",,"8","9999",,"9999","4","Utah","49",,,,,"Morgan County",4530,35,184,127,574,0,0,36,42
"G4900310","1990",,,,,,,,,,"Piute","031",,"8","9999",,"9999","4","Utah","49",,,,,"Piute County",1027,18,47,35,144,0,0,3,3
"G4900330","1990",,,,,,,,,,"Rich","033",,"8","9999",,"9999","4","Utah","49",,,,,"Rich County",1065,12,30,26,567,0,0,8,17
"G4900350","1990",,,,,,,,,,"Salt Lake","035",,"8","7160",,"9999","4","Utah","49",,,,,"Salt Lake County",485313,18249,40468,27587,115014,538,384,5389,33014
"G4900370","1990",,,,,,,,,,"San Juan","037",,"8","9999",,"9999","4","Utah","49",,,,,"San Juan County",6988,66,257,277,4834,1,0,56,142
"G4900390","1990",,,,,,,,,,"Sanpete","039",,"8","9999",,"9999","4","Utah","49",,,,,"Sanpete County",13103,93,372,317,1709,0,10,84,571
"G4900410","1990",,,,,,,,,,"Sevier","041",,"8","9999",,"9999","4","Utah","49",,,,,"Sevier County",12242,104,506,323,2014,8,0,72,162
"G4900430","1990",,,,,,,,,,"Summit","043",,"8","9999",,"9999","4","Utah","49",,,,,"Summit County",8589,1085,1519,865,3002,2,4,103,349
"G4900450","1990",,,,,,,,,,"Tooele","045",,"8","9999",,"9999","4","Utah","49",,,,,"Tooele County",17276,567,1687,1360,4491,41,23,275,881
"G4900470","1990",,,,,,,,,,"Uintah","047",,"8","9999",,"9999","4","Utah","49",,,,,"Uintah County",15884,183,1170,935,3742,0,0,53,244
"G4900490","1990",,,,,,,,,,"Utah","049",,"8","6520",,"9999","4","Utah","49",,,,,"Utah County",170790,5171,10829,9673,55882,107,129,2708,8301
"G4900510","1990",,,,,,,,,,"Wasatch","051",,"8","9999",,"9999","4","Utah","49",,,,,"Wasatch County",7697,255,403,202,1416,0,0,47,69
"G4900530","1990",,,,,,,,,,"Washington","053",,"8","9999",,"9999","4","Utah","49",,,,,"Washington County",30718,927,2846,1836,11006,5,0,318,904
"G4900550","1990",,,,,,,,,,"Wayne","055",,"8","9999",,"9999","4","Utah","49",,,,,"Wayne County",1730,34,75,30,278,0,0,14,16
"G4900570","1990",,,,,,,,,,"Weber","057",,"8","7160",,"9999","4","Utah","49",,,,,"Weber County",109184,3220,9405,6702,24351,42,98,1143,4185
"G5000010","1990",,,,,,,,,,"Addison","001",,"1","9999",,"9999","1","Vermont","50",,,,,"Addison County",19862,8603,1228,1252,715,31,8,289,965
"G5000030","1990",,,,,,,,,,"Bennington","003",,"1","9999",,"9999","1","Vermont","50",,,,,"Bennington County",17259,14121,1277,1250,675,17,14,171,1061
"G5000050","1990",,,,,,,,,,"Caledonia","005",,"1","9999",,"9999","1","Vermont","50",,,,,"Caledonia County",16997,8031,665,784,429,13,2,201,724
"G5000070","1990",,,,,,,,,,"Chittenden","007",,"1","####",,"9999","1","Vermont","50",,,,,"Chittenden County",74582,36694,6254,5019,2829,78,31,1236,5038
"G5000090","1990",,,,,,,,,,"Essex","009",,"1","9999",,"9999","1","Vermont","50",,,,,"Essex County",2778,2791,176,119,98,6,0,68,369
"G5000110","1990",,,,,,,,,,"Franklin","011",,"1","####",,"9999","1","Vermont","50",,,,,"Franklin County",30079,5648,708,983,567,8,2,376,1609
"G5000130","1990",,,,,,,,,,"Grand Isle","013",,"1","####",,"9999","1","Vermont","50",,,,,"Grand Isle County",3474,1257,126,159,72,0,3,33,194
"G5000150","1990",,,,,,,,,,"Lamoille","015",,"1","9999",,"9999","1","Vermont","50",,,,,"Lamoille County",12104,5418,566,568,337,20,8,138,576
"G5000170","1990",,,,,,,,,,"Orange","017",,"1","9999",,"9999","1","Vermont","50",,,,,"Orange County",12274,11035,873,756,559,3,2,161,486
"G5000190","1990",,,,,,,,,,"Orleans","019",,"1","9999",,"9999","1","Vermont","50",,,,,"Orleans County",16366,4750,391,754,297,14,0,198,1283
"G5000210","1990",,,,,,,,,,"Rutland","021",,"1","9999",,"9999","1","Vermont","50",,,,,"Rutland County",38894,17351,1762,1624,885,13,2,315,1296
"G5000230","1990",,,,,,,,,,"Washington","023",,"1","9999",,"9999","1","Vermont","50",,,,,"Washington County",34303,13399,2071,1961,1044,14,3,502,1631
"G5000250","1990",,,,,,,,,,"Windham","025",,"1","9999",,"9999","1","Vermont","50",,,,,"Windham County",19790,16174,1625,1582,945,26,12,348,1086
"G5000270","1990",,,,,,,,,,"Windsor","027",,"1","9999",,"9999","1","Vermont","50",,,,,"Windsor County",22942,24872,2120,1500,1006,25,19,345,1226
"G5100010","1990",,,,,,,,,,"Accomack","001",,"5","9999",,"9999","3","Virginia","51",,,,,"Accomack County",22004,3130,496,5199,327,15,3,124,405
"G5100030","1990",,,,,,,,,,"Albemarle","003",,"5","1540",,"9999","3","Virginia","51",,,,,"Albemarle County",36606,10032,5294,10040,2178,121,41,845,2883
"G5100050","1990",,,,,,,,,,"Alleghany","005",,"5","9999",,"9999","3","Virginia","51",,,,,"Alleghany County",10541,315,269,1752,141,0,0,36,122
"G5100070","1990",,,,,,,,,,"Amelia","007",,"5","9999",,"9999","3","Virginia","51",,,,,"Amelia County",7428,302,80,837,54,0,0,43,43
"G5100090","1990",,,,,,,,,,"Amherst","009",,"5","4640",,"9999","3","Virginia","51",,,,,"Amherst County",23683,1190,561,2489,378,2,0,38,237
"G5100110","1990",,,,,,,,,,"Appomattox","011",,"5","9999",,"9999","3","Virginia","51",,,,,"Appomattox County",10065,764,209,1072,109,3,4,30,42
"G5100130","1990",,,,,,,,,,"Arlington","013",,"5","8840",,"9999","3","Virginia","51",,,,,"Arlington County",26805,31886,19841,43272,8887,677,106,2946,36516
"G5100150","1990",,,,,,,,,,"Augusta","015",,"5","9999",,"9999","3","Virginia","51",,,,,"Augusta County",42347,3458,1795,5903,664,26,0,168,316
"G5100170","1990",,,,,,,,,,"Bath","017",,"5","9999",,"9999","3","Virginia","51",,,,,"Bath County",3801,200,192,467,49,13,0,22,55
"G5100190","1990",,,,,,,,,,"Bedford","019",,"5","9999",,"9999","3","Virginia","51",,,,,"Bedford County",34460,3057,1698,5303,403,10,24,224,477
"G5100210","1990",,,,,,,,,,"Bland","021",,"5","9999",,"9999","3","Virginia","51",,,,,"Bland County",3902,65,142,2326,40,0,0,7,32
"G5100230","1990",,,,,,,,,,"Botetourt","023",,"5","6800",,"9999","3","Virginia","51",,,,,"Botetourt County",19343,1088,925,3130,211,0,0,100,195
"G5100250","1990",,,,,,,,,,"Brunswick","025",,"5","9999",,"9999","3","Virginia","51",,,,,"Brunswick County",13036,863,117,1807,30,0,0,33,101
"G5100270","1990",,,,,,,,,,"Buchanan","027",,"5","9999",,"9999","3","Virginia","51",,,,,"Buchanan County",26739,134,555,3634,101,0,0,14,156
"G5100290","1990",,,,,,,,,,"Buckingham","029",,"5","9999",,"9999","3","Virginia","51",,,,,"Buckingham County",10281,592,313,1425,138,10,21,21,72
"G5100310","1990",,,,,,,,,,"Campbell","031",,"5","4640",,"9999","3","Virginia","51",,,,,"Campbell County",37243,2664,1760,4818,519,20,16,178,354
"G5100330","1990",,,,,,,,,,"Caroline","033",,"5","9999",,"9999","3","Virginia","51",,,,,"Caroline County",14522,1372,596,2235,187,21,6,116,162
"G5100350","1990",,,,,,,,,,"Carroll","035",,"5","9999",,"9999","3","Virginia","51",,,,,"Carroll County",20137,535,373,5257,117,0,7,17,151
"G5100360","1990",,,,,,,,,,"Charles City","036",,"5","6760",,"9999","3","Virginia","51",,,,,"Charles City County",5462,202,155,382,45,0,0,10,26
"G5100370","1990",,,,,,,,,,"Charlotte","037",,"5","9999",,"9999","3","Virginia","51",,,,,"Charlotte County",10039,684,110,758,44,0,0,13,40
"G5100410","1990",,,,,,,,,,"Chesterfield","041",,"5","6760",,"9999","3","Virginia","51",,,,,"Chesterfield County",125964,21992,13482,35476,4052,199,50,1815,6244
"G5100430","1990",,,,,,,,,,"Clarke","043",,"5","9999",,"9999","3","Virginia","51",,,,,"Clarke County",7761,891,586,2287,279,0,0,109,188
"G5100450","1990",,,,,,,,,,"Craig","045",,"5","9999",,"9999","3","Virginia","51",,,,,"Craig County",3584,153,116,432,39,6,0,24,18
"G5100470","1990",,,,,,,,,,"Culpeper","047",,"5","9999",,"9999","3","Virginia","51",,,,,"Culpeper County",19135,2252,1080,3985,466,22,15,335,501
"G5100490","1990",,,,,,,,,,"Cumberland","049",,"5","9999",,"9999","3","Virginia","51",,,,,"Cumberland County",5853,681,199,979,46,0,0,13,54
"G5100510","1990",,,,,,,,,,"Dickenson","051",,"5","9999",,"9999","3","Virginia","51",,,,,"Dickenson County",15188,83,585,1589,117,0,0,13,45
"G5100530","1990",,,,,,,,,,"Dinwiddie","053",,"5","6760",,"9999","3","Virginia","51",,,,,"Dinwiddie County",17042,836,457,2175,170,0,0,128,152
"G5100570","1990",,,,,,,,,,"Essex","057",,"5","9999",,"9999","3","Virginia","51",,,,,"Essex County",7016,393,222,881,55,0,2,33,87
"G5100590","1990",,,,,,,,,,"Fairfax","059",,"5","8840",,"9999","3","Virginia","51",,,,,"Fairfax County",182613,153507,91180,193833,48877,2334,671,18063,127506
"G5100610","1990",,,,,,,,,,"Fauquier","061",,"5","9999",,"9999","3","Virginia","51",,,,,"Fauquier County",26274,6407,2927,9519,1629,41,97,728,1119
"G5100630","1990",,,,,,,,,,"Floyd","063",,"5","9999",,"9999","3","Virginia","51",,,,,"Floyd County",9415,619,523,1236,149,7,0,11,45
"G5100650","1990",,,,,,,,,,"Fluvanna","065",,"5","1540",,"9999","3","Virginia","51",,,,,"Fluvanna County",8641,1452,448,1396,197,11,0,76,208
"G5100670","1990",,,,,,,,,,"Franklin","067",,"5","9999",,"9999","3","Virginia","51",,,,,"Franklin County",32104,1909,1031,3739,440,5,0,82,239
"G5100690","1990",,,,,,,,,,"Frederick","069",,"5","9999",,"9999","3","Virginia","51",,,,,"Frederick County",27567,4403,2200,9815,721,0,15,392,610
"G5100710","1990",,,,,,,,,,"Giles","071",,"5","9999",,"9999","3","Virginia","51",,,,,"Giles County",12275,334,326,3227,107,3,0,43,51
"G5100730","1990",,,,,,,,,,"Gloucester","073",,"5","5720",,"9999","3","Virginia","51",,,,,"Gloucester County",18291,3093,1647,5332,853,22,63,366,464
"G5100750","1990",,,,,,,,,,"Goochland","075",,"5","6760",,"9999","3","Virginia","51",,,,,"Goochland County",10748,969,355,1654,152,0,0,74,211
"G5100770","1990",,,,,,,,,,"Grayson","077",,"5","9999",,"9999","3","Virginia","51",,,,,"Grayson County",11976,348,397,3412,59,0,0,13,73
"G5100790","1990",,,,,,,,,,"Greene","079",,"5","1540",,"9999","3","Virginia","51",,,,,"Greene County",7795,708,341,1100,180,7,0,85,81
"G5100810","1990",,,,,,,,,,"Greensville","081",,"5","9999",,"9999","3","Virginia","51",,,,,"Greensville County",6865,181,68,1665,21,0,0,0,53
"G5100830","1990",,,,,,,,,,"Halifax","083",,"5","9999",,"9999","3","Virginia","51",,,,,"Halifax County",25580,796,223,2121,150,0,10,32,121
"G5100850","1990",,,,,,,,,,"Hanover","085",,"5","6760",,"9999","3","Virginia","51",,,,,"Hanover County",48089,3887,2095,7457,729,39,6,165,839
"G5100870","1990",,,,,,,,,,"Henrico","087",,"5","6760",,"9999","3","Virginia","51",,,,,"Henrico County",141978,20616,9887,32436,3333,170,66,1472,7923
"G5100890","1990",,,,,,,,,,"Henry","089",,"5","9999",,"9999","3","Virginia","51",,,,,"Henry County",45643,1209,842,8419,326,22,8,154,319
"G5100910","1990",,,,,,,,,,"Highland","091",,"5","9999",,"9999","3","Virginia","51",,,,,"Highland County",1998,102,84,402,41,0,0,4,4
"G5100930","1990",,,,,,,,,,"Isle Of Wight","093",,"5","9999",,"9999","3","Virginia","51",,,,,"Isle of Wight County",19134,1440,785,3042,317,7,21,94,213
"G5100950","1990",,,,,,,,,,"James City","095",,"5","5720",,"9999","3","Virginia","51",,,,,"James City County",17210,5317,3013,6570,916,95,8,519,1211
"G5100970","1990",,,,,,,,,,"King And Queen","097",,"5","9999",,"9999","3","Virginia","51",,,,,"King and Queen County",5520,226,83,398,7,0,0,39,16
"G5100990","1990",,,,,,,,,,"King George","099",,"5","9999",,"9999","3","Virginia","51",,,,,"King George County",7377,1275,937,3087,451,8,0,99,293
"G5101010","1990",,,,,,,,,,"King William","101",,"5","9999",,"9999","3","Virginia","51",,,,,"King William County",8639,695,316,1031,88,0,0,61,83
"G5101030","1990",,,,,,,,,,"Lancaster","103",,"5","9999",,"9999","3","Virginia","51",,,,,"Lancaster County",7804,940,401,1433,132,0,1,23,162
"G5101050","1990",,,,,,,,,,"Lee","105",,"5","9999",,"9999","3","Virginia","51",,,,,"Lee County",16592,151,1471,6057,163,0,0,21,41
"G5101070","1990",,,,,,,,,,"Loudoun","107",,"5","8840",,"9999","3","Virginia","51",,,,,"Loudoun County",34103,14651,6964,20129,3831,234,29,1308,4880
"G5101090","1990",,,,,,,,,,"Louisa","109",,"5","9999",,"9999","3","Virginia","51",,,,,"Louisa County",15704,1140,661,2428,187,19,0,26,160
"G5101110","1990",,,,,,,,,,"Lunenburg","111",,"5","9999",,"9999","3","Virginia","51",,,,,"Lunenburg County",9761,425,172,861,91,2,0,39,68
"G5101130","1990",,,,,,,,,,"Madison","113",,"5","9999",,"9999","3","Virginia","51",,,,,"Madison County",8837,822,459,1437,210,0,15,32,137
"G5101150","1990",,,,,,,,,,"Mathews","115",,"5","9999",,"9999","3","Virginia","51",,,,,"Mathews County",6029,769,451,863,84,22,6,56,68
"G5101170","1990",,,,,,,,,,"Mecklenburg","117",,"5","9999",,"9999","3","Virginia","51",,,,,"Mecklenburg County",22748,1340,463,4207,229,0,7,67,180
"G5101190","1990",,,,,,,,,,"Middlesex","119",,"5","9999",,"9999","3","Virginia","51",,,,,"Middlesex County",6356,674,338,1071,105,0,0,26,83
"G5101210","1990",,,,,,,,,,"Montgomery","121",,"5","9999",,"9999","3","Virginia","51",,,,,"Montgomery County",41614,6263,5132,13217,2691,51,8,875,4062
"G5101250","1990",,,,,,,,,,"Nelson","125",,"5","9999",,"9999","3","Virginia","51",,,,,"Nelson County",10198,733,337,1105,156,13,0,112,124
