Alabama,Total for selected values,"1,000,184","955,684","921,007","891,594","856,972","783,954","823,420","830,538","915,653","881,351","816,280","768,350","717,625","676,183","682,671","680,023","672,021","621,171","561,844","548,333","545,491","587,234","541,861","481,947","468,425","446,131","417,655","393,550","393,171","397,550","363,089","322,959","280,888","250,052","198,664","170,808","143,198","144,058","146,547","143,199","144,217","127,746","126,587","120,257","127,034","113,723","107,747"
Oklahoma,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"372,814","368,460","336,771","341,401","346,087","341,032","364,960","348,002","319,862","323,295","312,685","277,450","253,507","279,200","263,990","251,137","253,889","254,466","234,085","207,330","188,671","193,213","174,448","160,134","176,845","172,895","170,631","144,970","146,921","113,903","90,484","85,415","78,598","73,532","72,073","69,941","79,910"
Oklahoma,No match or exact match for IPEDS UnitID,"275,133","263,208","256,351","250,117","235,208","244,352","251,264","240,974","254,078","227,079",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,Total for selected values,"769,034","745,472","723,255","716,709","686,983","680,641","692,608","722,421","753,921","724,449","744,485","703,111","687,951","680,820","672,601","650,432","588,752","477,060","458,734","443,343","429,396","417,564","392,405","379,516","361,860","346,968","329,723","304,854","274,230","271,468","264,809","253,533","239,371","224,960","210,744","195,697","189,013","183,759","172,870","171,008","162,197","156,782","154,063","149,506","133,001","133,824","138,721"
Oregon,208646,-,-,-,-,-,-,-,-,270,208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209056,"2,448","2,552","3,185","3,084","3,696","4,546","3,565","2,246","2,831","2,864",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209065,-,-,-,-,-,-,-,-,173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209296,"1,108",-,853,-,-,-,-,-,806,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209490,"370,012","337,946","322,793","312,952","311,975","303,629","303,441","305,530","340,736","327,737",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209506,"4,267","2,872","3,330","3,801","1,962",-,-,-,263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209542,-,-,-,-,-,-,-,"240,507","233,203","225,360",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209551,"98,518","101,604","88,907","95,110","76,056","87,966","92,892","105,030","104,995","97,915",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209612,"7,792","5,688","7,198","2,367","1,924","2,047","2,491","2,110","1,151","1,924",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209807,"44,552","42,596","45,359","53,403","51,410","52,842","54,479","58,489","60,106","58,821",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209825,839,-,-,-,-,-,-,755,"1,281","1,254",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,209922,"2,884","2,367","1,311","3,033","2,911","3,013","2,354","1,837","1,874","1,981",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,210146,-,-,-,-,-,861,"1,114","1,070","1,356",859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,210401,"1,739","2,473","2,915","2,321","1,915","1,638","1,926","2,652","1,977","2,142",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,210429,-,-,-,-,-,-,465,"2,195","2,024","2,346",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,210438,-,-,-,608,"1,028","1,334","1,217",-,874,"1,036",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oregon,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"744,485","703,111","687,951","680,820","672,601","650,432","588,752","477,060","458,734","443,343","429,396","417,564","392,405","379,516","361,860","346,968","329,723","304,854","274,230","271,468","264,809","253,533","239,371","224,960","210,744","195,697","189,013","183,759","172,870","171,008","162,197","156,782","154,063","149,506","133,001","133,824","138,721"
Oregon,No match or exact match for IPEDS UnitID,"234,874","247,374","247,404","240,030","234,106","222,765","228,664",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,Total for selected values,"4,136,728","4,000,764","3,871,282","3,729,204","3,203,325","3,210,700","3,303,398","3,239,240","3,378,950","3,255,021","2,944,676","2,848,879","2,705,135","2,764,355","2,782,404","2,670,672","2,498,473","2,361,067","2,122,820","1,989,337","1,821,774","1,791,819","1,684,155","1,641,983","1,602,076","1,546,751","1,493,340","1,446,654","1,342,881","1,311,798","1,249,240","1,152,940","1,080,632","989,620","845,798","764,278","723,534","701,404","687,903","663,926","643,373","670,078","604,056","594,274","546,513","551,066","529,519"
Pennsylvania,210492,-,-,-,-,-,-,-,-,293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,210669,563,971,"1,151",957,-,-,-,-,721,525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,211088,-,-,-,-,-,-,-,956,"1,924","1,716",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,211158,-,-,-,-,-,-,621,-,427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,211273,"8,765","9,336","10,325","10,258","11,158","8,818","9,289","9,837","8,549","7,779",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,211291,"5,008","4,784","4,532","4,263","3,951","4,306","4,223","4,009","5,140","5,677",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,211361,-,-,-,-,-,-,-,-,245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,211440,"320,240","300,902","303,942","301,288","230,945","242,305","266,598","255,933","247,540","231,806",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,211608,-,-,-,-,-,-,-,259,727,754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212009,923,-,805,"1,257","1,424","1,555","1,543","2,167","2,089","2,194",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212054,"133,075","141,567","128,374","120,743","122,176","126,514","121,678","116,768","117,226","123,138",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212106,"15,087","15,818","15,931","16,132","15,421","14,492","15,391","15,547","17,136","16,444",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212115,-,-,-,-,-,-,-,-,255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212160,-,-,-,-,-,-,-,-,498,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212197,-,-,-,-,-,-,-,-,494,535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212577,"4,488","4,330","4,062","3,561","3,710","2,995","3,415","2,997","3,505","3,923",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212601,-,-,-,-,-,-,-,-,453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pennsylvania,212674,"1,481","1,397","1,221",-,-,-,-,-,682,847,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
